date,race_name,race_number,venue_name,start_time,course_info,race_details,entries
20241119,サザンカ賞C1,12,園田,16:30,ダ820m,18回 園田 5日目 サラ系３歳以上 C1       12頭 本賞金:110.0、38.5、22.0、16.5、11.0万円,1:ドゥグラン(牝3)/52.0kg/佐々木世/寺地誠一/8/35.4||2:ピンクマーベル(牝3)/54.0kg/松本幸祐/西村守幸/9/57.1||3:スマッシュヒット(牡3)/56.0kg/下原理/土屋洋之/2/4.9||4:ダイヤモンドダスト(牝5)/54.0kg/小牧太/吉見真幸/6/17.0||5:ディアフリーゼ(牝3)/51.0kg/新庄海誠/高馬元紘/4/8.1||6:ヒナタレディー(牝4)/54.0kg/大柿一真/長倉功/7/25.8||7:バインドロック(牝3)/51.0kg/土方颯太/盛本信春/5/13.8||8:エコロブレス(牡3)/57.0kg/吉村智洋/保利良平/1/1.9||9:ポッドヘイロー(牡5)/56.0kg/鴨宮祥行/北野真弘/11/88.7||10:カムバルアタ(セ6)/56.0kg/杉浦健太/尾林幸二/10/67.9||11:フィオリーノ(牝4)/54.0kg/長谷部駿/永島太郎/3/7.3||12:グッドライズ(牡5)/56.0kg/中田貴士/山元博徳/12/97.6
