id,name,race_number,date,venue,start_time
1,スパーキングデビュー,1,2024年11月15日,9回川崎5日目,15:00
2,スパーキングデビュー,2,2024年11月15日,9回川崎5日目,15:30
3,ショウリョウバッタ賞,3,2024年11月15日,9回川崎5日目,16:00
4,オオカマキリ賞,4,2024年11月15日,9回川崎5日目,16:30
5,百舌鳥特別,5,2024年11月15日,9回川崎5日目,17:00
6,クローブ賞,6,2024年11月15日,9回川崎5日目,17:30
7,ナツメッグ賞,7,2024年11月15日,9回川崎5日目,18:00
8,C2十,8,2024年11月15日,9回川崎5日目,18:30
9,タレイア賞,9,2024年11月15日,9回川崎5日目,19:05
10,疾風怒濤賞,10,2024年11月15日,9回川崎5日目 (別定),19:40
11,かながわ畜産物フェア,11,2024年11月15日,9回川崎5日目,20:15
12,ファイナルアンサー賞,12,2024年11月15日,9回川崎5日目,20:50
13,C18組,1,2024年11月15日,13回笠松1日目 (馬齢),10:30
14,C19組,2,2024年11月15日,13回笠松1日目 (馬齢),11:00
15,C17組,3,2024年11月15日,13回笠松1日目 (馬齢),11:30
16,コウセイ&ミカ揃って,4,2024年11月15日,13回笠松1日目 (馬齢),12:00
17,好きです笠松競馬,5,2024年11月15日,13回笠松1日目 (馬齢),12:30
18,笠松けいば金曜日ライ,6,2024年11月15日,13回笠松1日目 (馬齢),13:05
19,C13組,7,2024年11月15日,13回笠松1日目 (馬齢),13:40
20,C12組,8,2024年11月15日,13回笠松1日目 (馬齢),14:15
21,冬凪賞,9,2024年11月15日,13回笠松1日目 (馬齢),14:45
22,雪待月特別,10,2024年11月15日,13回笠松1日目 (馬齢),15:15
23,神楽月特別,11,2024年11月15日,13回笠松1日目 (馬齢),15:50
24,仲冬特別,12,2024年11月15日,13回笠松1日目 (馬齢),16:20
25,スパーキングデビュー,1,2024年11月14日,9回川崎4日目,15:00
26,スパーキングデビュー,2,2024年11月14日,9回川崎4日目,15:30
27,天香桂花賞,3,2024年11月14日,9回川崎4日目 牝(別定),16:00
28,プファイル賞,4,2024年11月14日,9回川崎4日目 (別定),16:30
29,C2六　七八,5,2024年11月14日,9回川崎4日目,17:00
30,C2六　七八,6,2024年11月14日,9回川崎4日目,17:30
31,C2六　七八,7,2024年11月14日,9回川崎4日目,18:00
32,爆雷賞,8,2024年11月14日,9回川崎4日目,18:30
33,ウォッカ賞,9,2024年11月14日,9回川崎4日目,19:05
34,「ご縁の国しまね」特,10,2024年11月14日,9回川崎4日目,19:40
35,富士見オープン,11,2024年11月14日,9回川崎4日目 (別定),20:15
36,SPAT4でお得なポ,12,2024年11月14日,9回川崎4日目,20:50
37,C8組,1,2024年11月14日,17回名古屋4日目 (馬齢),12:35
38,C7組,2,2024年11月14日,17回名古屋4日目 (馬齢),13:05
39,2歳牝馬,3,2024年11月14日,17回名古屋4日目 牝(馬齢),13:40
40,C6組,4,2024年11月14日,17回名古屋4日目 (馬齢),14:15
41,C5組,5,2024年11月14日,17回名古屋4日目 (馬齢),14:50
42,C4組,6,2024年11月14日,17回名古屋4日目 (馬齢),15:20
43,C3組,7,2024年11月14日,17回名古屋4日目 (馬齢),15:55
44,C2組,8,2024年11月14日,17回名古屋4日目 (馬齢),16:35
45,B8組,9,2024年11月14日,17回名古屋4日目 (馬齢),17:10
46,芋の露賞,10,2024年11月14日,17回名古屋4日目 (馬齢),17:40
47,佐久島特別,11,2024年11月14日,17回名古屋4日目 (馬齢),18:15
48,トパーズ特別,12,2024年11月14日,17回名古屋4日目 (別定),18:45
49,C3二,1,2024年11月14日,18回園田3日目 (馬齢),10:40
50,2歳未勝利,2,2024年11月14日,18回園田3日目 (馬齢),11:10
51,C2四,3,2024年11月14日,18回園田3日目 (馬齢),11:40
52,国包7ハロンC3一,4,2024年11月14日,18回園田3日目 (馬齢),12:15
53,古大内ダッシュC3,5,2024年11月14日,18回園田3日目 (馬齢),12:50
54,C2三,6,2024年11月14日,18回園田3日目 (馬齢),13:20
55,C2二,7,2024年11月14日,18回園田3日目 (馬齢),13:50
56,C2一,8,2024年11月14日,18回園田3日目 (馬齢),14:25
57,C2,9,2024年11月14日,18回園田3日目 (馬齢),14:55
58,C1二,10,2024年11月14日,18回園田3日目 (馬齢),15:30
59,加古川くつした特別A,11,2024年11月14日,18回園田3日目 (別定),16:10
60,C1一,12,2024年11月14日,18回園田3日目 (馬齢),16:40
61,つばめ賞,1,2024年11月13日,9回川崎3日目 (別定),14:45
62,フルーツタルト賞,2,2024年11月13日,9回川崎3日目,15:15
63,C2三　四五,3,2024年11月13日,9回川崎3日目,15:45
64,C2三　四五,4,2024年11月13日,9回川崎3日目,16:15
65,C2三　四五,5,2024年11月13日,9回川崎3日目,16:45
66,シャイニングジュニア,6,2024年11月13日,9回川崎3日目,17:15
67,C1三　四五,7,2024年11月13日,9回川崎3日目,17:45
68,C1三　四五,8,2024年11月13日,9回川崎3日目,18:20
69,七竈賞,9,2024年11月13日,9回川崎3日目,18:55
70,猪突猛進賞,10,2024年11月13日,9回川崎3日目,19:30
71,第35回ロジータ記念【地方交(重賞),11,2024年11月13日,9回川崎3日目 牝(馬齢),20:10
72,2024川崎ジョッキ,12,2024年11月13日,9回川崎3日目,20:50
73,C15組,1,2024年11月13日,17回名古屋3日目 (馬齢),12:30
74,C14組,2,2024年11月13日,17回名古屋3日目 (馬齢),13:05
75,C13組,3,2024年11月13日,17回名古屋3日目 (馬齢),13:35
76,C12組,4,2024年11月13日,17回名古屋3日目 (馬齢),14:05
77,C11組,5,2024年11月13日,17回名古屋3日目 (馬齢),14:40
78,C10組,6,2024年11月13日,17回名古屋3日目 (馬齢),15:20
79,C9組,7,2024年11月13日,17回名古屋3日目 (馬齢),15:55
80,B6組,8,2024年11月13日,17回名古屋3日目 (馬齢),16:30
81,B5組,9,2024年11月13日,17回名古屋3日目 (馬齢),17:00
82,干し柿特別,10,2024年11月13日,17回名古屋3日目 (馬齢),17:35
83,名古屋CCディアナ賞,11,2024年11月13日,17回名古屋3日目 (別定),18:05
84,豊田特別,12,2024年11月13日,17回名古屋3日目 (馬齢),18:40
85,C3二,1,2024年11月13日,18回園田2日目 (馬齢),10:40
86,C3一,2,2024年11月13日,18回園田2日目 (馬齢),11:10
87,C2三,3,2024年11月13日,18回園田2日目 (馬齢),11:40
88,八社宮7ハロンC2二,4,2024年11月13日,18回園田2日目 (馬齢),12:15
89,日向スプリントC2二,5,2024年11月13日,18回園田2日目 (馬齢),12:50
90,C2一,6,2024年11月13日,18回園田2日目 (馬齢),13:20
91,JRA認定アッパート,7,2024年11月13日,18回園田2日目 (別定),13:50
92,C1二,8,2024年11月13日,18回園田2日目 (馬齢),14:20
93,A1,9,2024年11月13日,18回園田2日目 (別定),14:55
94,C1一,10,2024年11月13日,18回園田2日目 (馬齢),15:30
95,初時雨特別B1,11,2024年11月13日,18回園田2日目 (馬齢),16:05
96,C2一,12,2024年11月13日,18回園田2日目 (馬齢),16:40
97,C2四組,1,2024年11月12日,10回盛岡6日目,11:50
98,C2三組,2,2024年11月12日,10回盛岡6日目,12:25
99,C2二組,3,2024年11月12日,10回盛岡6日目,13:00
100,C2一組,4,2024年11月12日,10回盛岡6日目,13:30
101,C1,5,2024年11月12日,10回盛岡6日目,14:00
102,C1,6,2024年11月12日,10回盛岡6日目,14:35
103,C1,7,2024年11月12日,10回盛岡6日目,15:05
104,C1二組,8,2024年11月12日,10回盛岡6日目,15:40
105,C1一組,9,2024年11月12日,10回盛岡6日目,16:20
106,C1,10,2024年11月12日,10回盛岡6日目,16:55
107,C1,11,2024年11月12日,10回盛岡6日目,17:30
108,2024盛岡ファイナ,12,2024年11月12日,10回盛岡6日目 (別定),18:05
109,ヴェロス賞,1,2024年11月12日,9回川崎2日目,14:45
110,ウォンバット賞,2,2024年11月12日,9回川崎2日目,15:15
111,C2九,3,2024年11月12日,9回川崎2日目,15:45
112,万雷賞,4,2024年11月12日,9回川崎2日目,16:15
113,エウプロシュネー賞,5,2024年11月12日,9回川崎2日目,16:45
114,C1六　七,6,2024年11月12日,9回川崎2日目,17:15
115,檸檬賞,7,2024年11月12日,9回川崎2日目,17:45
116,金剛賞,8,2024年11月12日,9回川崎2日目,18:20
117,初霜特別,9,2024年11月12日,9回川崎2日目,18:55
118,時雨空特別,10,2024年11月12日,9回川崎2日目,19:30
119,第24回ローレル賞(重賞),11,2024年11月12日,9回川崎2日目 牝(馬齢),20:10
120,四十雀賞,12,2024年11月12日,9回川崎2日目,20:50
121,能登半島地震復興応援,1,2024年11月12日,17回金沢2日目 (定量),11:30
122,C28,2,2024年11月12日,17回金沢2日目 (定量),12:05
123,C27,3,2024年11月12日,17回金沢2日目 (定量),12:40
124,C26,4,2024年11月12日,17回金沢2日目 (定量),13:15
125,すぎもち。イリアム2,5,2024年11月12日,17回金沢2日目 (定量),13:55
126,C24,6,2024年11月12日,17回金沢2日目 (定量),14:30
127,アイドルVTuber,7,2024年11月12日,17回金沢2日目 (定量),15:10
128,C22,8,2024年11月12日,17回金沢2日目 (定量),15:50
129,楽天ポイントで投票し,9,2024年11月12日,17回金沢2日目 (定量),16:25
130,第2回下山武徳生誕記,10,2024年11月12日,17回金沢2日目 (見込),17:00
131,やましろカニまつり×,11,2024年11月12日,17回金沢2日目 (見込),17:35
132,うらら白山人秋祭どん,12,2024年11月12日,17回金沢2日目 (見込),18:10
133,C22組,1,2024年11月12日,17回名古屋2日目 (馬齢),12:35
134,C21組,2,2024年11月12日,17回名古屋2日目 (馬齢),13:10
135,C20組,3,2024年11月12日,17回名古屋2日目 (馬齢),13:40
136,2歳3組,4,2024年11月12日,17回名古屋2日目 (馬齢),14:15
137,C19組,5,2024年11月12日,17回名古屋2日目 (馬齢),14:50
138,C18組,6,2024年11月12日,17回名古屋2日目 (馬齢),15:20
139,C17組,7,2024年11月12日,17回名古屋2日目 (馬齢),15:55
140,C16組,8,2024年11月12日,17回名古屋2日目 (馬齢),16:30
141,B4組,9,2024年11月12日,17回名古屋2日目 (馬齢),17:05
142,晩秋特別,10,2024年11月12日,17回名古屋2日目 (馬齢),17:40
143,紅葉特別,11,2024年11月12日,17回名古屋2日目 (馬齢),18:15
144,B3組,12,2024年11月12日,17回名古屋2日目 (馬齢),18:45
145,C3二,1,2024年11月12日,18回園田1日目 (馬齢),10:40
146,NewBeginni,2,2024年11月12日,18回園田1日目 (馬齢),11:10
147,NewBeginni,3,2024年11月12日,18回園田1日目 (馬齢),11:40
148,津門7ハロンC3一,4,2024年11月12日,18回園田1日目 (馬齢),12:15
149,蓬川スプリントC3,5,2024年11月12日,18回園田1日目 (馬齢),12:50
150,C2三,6,2024年11月12日,18回園田1日目 (馬齢),13:20
151,C2二,7,2024年11月12日,18回園田1日目 (馬齢),13:50
152,C2一,8,2024年11月12日,18回園田1日目 (馬齢),14:25
153,B2二,9,2024年11月12日,18回園田1日目 (馬齢),15:00
154,B2一,10,2024年11月12日,18回園田1日目 (馬齢),15:30
155,兵庫馬事畜産特別B1,11,2024年11月12日,18回園田1日目 (別定),16:05
156,C1,12,2024年11月12日,18回園田1日目 (馬齢),16:40
157,C2,1,2024年11月11日,10回盛岡5日目,11:50
158,C2,2,2024年11月11日,10回盛岡5日目,12:25
159,C2七組,3,2024年11月11日,10回盛岡5日目,13:00
160,C2六組,4,2024年11月11日,10回盛岡5日目,13:35
161,C2五組,5,2024年11月11日,10回盛岡5日目,14:10
162,C1,6,2024年11月11日,10回盛岡5日目,14:45
163,C1,7,2024年11月11日,10回盛岡5日目,15:15
164,C1,8,2024年11月11日,10回盛岡5日目,15:50
165,C1六組,9,2024年11月11日,10回盛岡5日目,16:25
166,C1五組,10,2024年11月11日,10回盛岡5日目,16:55
167,霜月特別,11,2024年11月11日,10回盛岡5日目 (別定),17:35
168,晩秋特別,12,2024年11月11日,10回盛岡5日目 (別定),18:10
169,みずほ賞,1,2024年11月11日,9回川崎1日目 (別定),15:00
170,2歳6,2,2024年11月11日,9回川崎1日目,15:30
171,2歳5,3,2024年11月11日,9回川崎1日目,16:00
172,3歳4,4,2024年11月11日,9回川崎1日目,16:30
173,トノサマバッタ賞,5,2024年11月11日,9回川崎1日目,17:00
174,C3三,6,2024年11月11日,9回川崎1日目,17:30
175,雷鼓賞,7,2024年11月11日,9回川崎1日目,18:00
176,ダージリン賞,8,2024年11月11日,9回川崎1日目,18:30
177,2024かわさきフェ,9,2024年11月11日,9回川崎1日目,19:05
178,みどりで、つなげる。,10,2024年11月11日,9回川崎1日目,19:40
179,全国都市緑化かわさき,11,2024年11月11日,9回川崎1日目,20:15
180,アッサム賞,12,2024年11月11日,9回川崎1日目,20:50
181,C29組,1,2024年11月11日,17回名古屋1日目 (馬齢),12:15
182,C28組,2,2024年11月11日,17回名古屋1日目 (馬齢),12:50
183,C27組,3,2024年11月11日,17回名古屋1日目 (馬齢),13:20
184,C26組,4,2024年11月11日,17回名古屋1日目 (馬齢),13:50
185,2歳2組,5,2024年11月11日,17回名古屋1日目 (馬齢),14:25
186,C25組,6,2024年11月11日,17回名古屋1日目 (馬齢),14:55
187,C24組,7,2024年11月11日,17回名古屋1日目 (馬齢),15:25
188,C23組,8,2024年11月11日,17回名古屋1日目 (馬齢),16:05
189,2歳特別,9,2024年11月11日,17回名古屋1日目 (馬齢),16:40
190,アンタレス特別,10,2024年11月11日,17回名古屋1日目 (馬齢),17:15
191,さそり座特別,11,2024年11月11日,17回名古屋1日目 (馬齢),17:45
192,めんの日特別,12,2024年11月11日,17回名古屋1日目 (馬齢),18:20
193,第2回香ママ病気に負,1,2024年11月11日,16回帯広(ば)3日目 240万円未満 (規定),14:35
194,姫野ひなの誕生日記念,2,2024年11月11日,16回帯広(ば)3日目 (規定),15:10
195,第三回星空乃キキぽし,3,2024年11月11日,16回帯広(ば)3日目 (規定),15:40
196,みんみ誕生日おめでと,4,2024年11月11日,16回帯広(ば)3日目 (規定),16:15
197,合同会社コベリン創立,5,2024年11月11日,16回帯広(ば)3日目 240万円未満 (規定),16:50
198,綺羅山りん誕生日記念,6,2024年11月11日,16回帯広(ば)3日目 (規定),17:25
199,茶柱74結婚2周年記,7,2024年11月11日,16回帯広(ば)3日目 330万円未満 (規定),17:55
200,光一&由美子ルビー婚,8,2024年11月11日,16回帯広(ば)3日目 450万円未満 (規定),18:25
201,第2回花形ひかる誕生,9,2024年11月11日,16回帯広(ば)3日目 900万円未満 (規定),18:55
202,ひなーのいつもありが,10,2024年11月11日,16回帯広(ば)3日目 750万円未満 (規定),19:30
203,羊蹄山特別,11,2024年11月11日,16回帯広(ば)3日目 (規定),20:05
204,B2ー2,12,2024年11月11日,16回帯広(ば)3日目 570万円未満 (規定),20:40
205,3歳以上1勝クラス,1,2024年11月10日,3回福島4日目 3歳以上1勝クラス 牝[指](定量),09:50
206,2歳未勝利,2,2024年11月10日,3回福島4日目 2歳未勝利 (混)[指](馬齢),10:15
207,3歳以上1勝クラス,3,2024年11月10日,3回福島4日目 3歳以上1勝クラス [指](定量),10:45
208,障害3歳以上未勝利,4,2024年11月10日,3回福島4日目 障害3歳以上未勝利 (定量),11:15
209,障害3歳以上未勝利,5,2024年11月10日,3回福島4日目 障害3歳以上未勝利 (混)(定量),12:00
210,2歳新馬,6,2024年11月10日,3回福島4日目 2歳新馬 [指](馬齢),12:35
211,3歳以上1勝クラス,7,2024年11月10日,3回福島4日目 3歳以上1勝クラス (混)[指](定量),13:05
212,3歳以上1勝クラス,8,2024年11月10日,3回福島4日目 3歳以上1勝クラス [指](定量),13:35
213,福島2歳ステークス(OP),9,2024年11月10日,3回福島4日目 2歳オープン (国際)(特指)(別定),14:05
214,福島放送賞(2勝),10,2024年11月10日,3回福島4日目 3歳以上2勝クラス (混)(特指)(定量),14:40
215,第60回福島記念(GIII),11,2024年11月10日,3回福島4日目 3歳以上オープン (国際)(特指)(ハンデ),15:20
216,3歳以上1勝クラス,12,2024年11月10日,3回福島4日目 3歳以上1勝クラス [指](定量),15:55
217,2歳未勝利,1,2024年11月10日,5回東京4日目 2歳未勝利 [指](馬齢),09:55
218,2歳未勝利,2,2024年11月10日,5回東京4日目 2歳未勝利 (混)[指](馬齢),10:20
219,2歳未勝利,3,2024年11月10日,5回東京4日目 2歳未勝利 牝[指](馬齢),10:50
220,2歳新馬,4,2024年11月10日,5回東京4日目 2歳新馬 (混)[指](馬齢),11:20
221,2歳新馬,5,2024年11月10日,5回東京4日目 2歳新馬 (混)[指](馬齢),12:10
222,3歳以上1勝クラス,6,2024年11月10日,5回東京4日目 3歳以上1勝クラス (混)[指](定量),12:45
223,3歳以上2勝クラス,7,2024年11月10日,5回東京4日目 3歳以上2勝クラス 牝[指](定量),13:15
224,3歳以上2勝クラス,8,2024年11月10日,5回東京4日目 3歳以上2勝クラス (混)(特指)(定量),13:45
225,銀嶺ステークス(3勝),9,2024年11月10日,5回東京4日目 3歳以上3勝クラス (混)[指](ハンデ),14:15
226,ユートピアステークス(3勝),10,2024年11月10日,5回東京4日目 3歳以上3勝クラス (混) 牝(特指)(定量),14:50
227,オーロカップ(L),11,2024年11月10日,5回東京4日目 3歳以上オープン (国際)(特指)(ハンデ),15:30
228,3歳以上1勝クラス,12,2024年11月10日,5回東京4日目 3歳以上1勝クラス (混)[指](定量),16:10
229,2歳未勝利,1,2024年11月10日,6回京都4日目 2歳未勝利 [指](馬齢),10:05
230,2歳未勝利,2,2024年11月10日,6回京都4日目 2歳未勝利 (混)[指](馬齢),10:30
231,2歳未勝利,3,2024年11月10日,6回京都4日目 2歳未勝利 (混)[指](馬齢),11:00
232,2歳新馬,4,2024年11月10日,6回京都4日目 2歳新馬 牝[指](馬齢),11:30
233,2歳新馬,5,2024年11月10日,6回京都4日目 2歳新馬 (混)[指](馬齢),12:20
234,3歳以上1勝クラス,6,2024年11月10日,6回京都4日目 3歳以上1勝クラス [指](定量),12:55
235,3歳以上2勝クラス,7,2024年11月10日,6回京都4日目 3歳以上2勝クラス (混)[指](定量),13:25
236,3歳以上2勝クラス,8,2024年11月10日,6回京都4日目 3歳以上2勝クラス (混)[指](定量),13:55
237,黄菊賞(1勝),9,2024年11月10日,6回京都4日目 2歳1勝クラス (混)(特指)(馬齢),14:25
238,ラッキーライラックC(3勝),10,2024年11月10日,6回京都4日目 3歳以上3勝クラス (混)(特指)(定量),15:01
239,第49回エリザベス女王杯(GI),11,2024年11月10日,6回京都4日目 3歳以上オープン (国際) 牝(指)(定量),15:40
240,ドンカスターカップ(2勝),12,2024年11月10日,6回京都4日目 3歳以上2勝クラス (混)[指](定量),16:25
241,2歳C2二組,1,2024年11月10日,10回盛岡4日目,11:55
242,2歳C2一組,2,2024年11月10日,10回盛岡4日目,12:30
243,C2,3,2024年11月10日,10回盛岡4日目,13:00
244,C2十組,4,2024年11月10日,10回盛岡4日目,13:30
245,C2九組,5,2024年11月10日,10回盛岡4日目,14:05
246,C2八組,6,2024年11月10日,10回盛岡4日目,14:40
247,C1八組,7,2024年11月10日,10回盛岡4日目,15:15
248,C1七組,8,2024年11月10日,10回盛岡4日目,15:50
249,C1四組,9,2024年11月10日,10回盛岡4日目,16:20
250,橋野鉄鉱山賞,10,2024年11月10日,10回盛岡4日目,16:55
251,グリーンマーブル賞,11,2024年11月10日,10回盛岡4日目,17:30
252,第14回絆カップ(重賞),12,2024年11月10日,10回盛岡4日目 (定量),18:05
253,次長も協賛!ようへい,1,2024年11月10日,17回金沢1日目 (定量),11:30
254,★珠蘭ちゃん★生誕1,2,2024年11月10日,17回金沢1日目 (定量),12:05
255,由珠ちゃん爆誕おめで,3,2024年11月10日,17回金沢1日目 (定量),12:40
256,みこちゃま配信2周年,4,2024年11月10日,17回金沢1日目 (定量),13:20
257,ゆうが・ふたばハピハ,5,2024年11月10日,17回金沢1日目 (定量),13:55
258,能登半島地震復興応援,6,2024年11月10日,17回金沢1日目 (定量),14:30
259,C211,7,2024年11月10日,17回金沢1日目 (定量),15:10
260,コダチベゴニア賞,8,2024年11月10日,17回金沢1日目 牝(定量),16:30
261,11/25純烈武道館,9,2024年11月10日,17回金沢1日目 (見込),17:10
262,ポイントでネット投票,10,2024年11月10日,17回金沢1日目 (見込),17:45
263,恋路賞,11,2024年11月10日,17回金沢1日目 (別定),18:20
264,C3ー20,1,2024年11月10日,10回高知4日目 (見込),16:00
265,C3ー19,2,2024年11月10日,10回高知4日目 (見込),16:35
266,社交飲食全国大会特別,3,2024年11月10日,10回高知4日目 (見込),17:05
267,スマ特別,4,2024年11月10日,10回高知4日目 (見込),17:40
268,第20回黒潮マイルチャンピオ(重賞),5,2024年11月10日,10回高知4日目 (定量),18:15
269,C3ー16,6,2024年11月10日,10回高知4日目 (見込),18:45
270,C3ー15,7,2024年11月10日,10回高知4日目 (見込),19:20
271,Aー3,8,2024年11月10日,10回高知4日目 (別定),19:50
272,地方競馬魂特別,9,2024年11月10日,10回高知4日目 (別定),20:20
273,ファイナルレース,10,2024年11月10日,10回高知4日目 (見込),20:50
274,2歳ー5組,1,2024年11月10日,14回佐賀5日目 (馬齢),14:20
275,C2ー8組,2,2024年11月10日,14回佐賀5日目 (馬齢),15:00
276,C2ー7組,3,2024年11月10日,14回佐賀5日目 (馬齢),15:30
277,さがけいば無料ネット,4,2024年11月10日,14回佐賀5日目 (馬齢),16:10
278,C2ー5組,5,2024年11月10日,14回佐賀5日目 (馬齢),16:45
279,C2ー4組,6,2024年11月10日,14回佐賀5日目 (馬齢),17:20
280,松浦川特別,7,2024年11月10日,14回佐賀5日目 (別定),18:00
281,KYUSHUDREA,8,2024年11月10日,14回佐賀5日目 (馬齢),18:35
282,雪待月賞,9,2024年11月10日,14回佐賀5日目 (馬齢),19:10
283,ほとめきナイター賞,10,2024年11月10日,14回佐賀5日目 (馬齢),19:40
284,霜寒賞,11,2024年11月10日,14回佐賀5日目 (馬齢),20:10
285,SAGAリベンジャー,12,2024年11月10日,14回佐賀5日目 (馬齢),20:40
286,国アカぶちあげンジャ,1,2024年11月10日,16回帯広(ば)2日目 330万円未満 (規定),14:35
287,宇野、婚約しました。,2,2024年11月10日,16回帯広(ば)2日目 (規定),15:05
288,居酒屋ルーキー15周,3,2024年11月10日,16回帯広(ば)2日目 (規定),15:35
289,こりゃめでてーな宇野,4,2024年11月10日,16回帯広(ば)2日目 450万円未満 (規定),16:05
290,脩斗くん23歳ハピバ,5,2024年11月10日,16回帯広(ば)2日目 450万円未満 (規定),16:40
291,月島ァ!杯,6,2024年11月10日,16回帯広(ば)2日目 570万円未満 (規定),17:15
292,ちゃっぴー師匠&焼肉,7,2024年11月10日,16回帯広(ば)2日目 750万円未満 (規定),17:50
293,祝!健ちゃん・としえ,8,2024年11月10日,16回帯広(ば)2日目 (規定),18:25
294,飯塚オート開設記念開,9,2024年11月10日,16回帯広(ば)2日目 750万円未満 (規定),19:00
295,第37回南北海道産駒特別,10,2024年11月10日,16回帯広(ば)2日目 (規定),19:30
296,第49回クインカップ(重賞),11,2024年11月10日,16回帯広(ば)2日目 牝(別定),20:00
297,アレまであと126日,12,2024年11月10日,16回帯広(ば)2日目 570万円未満 (規定),20:45
298,2歳未勝利,1,2024年11月9日,3回福島3日目 2歳未勝利 (混)[指](馬齢),09:50
299,2歳未勝利,2,2024年11月9日,3回福島3日目 2歳未勝利 [指](馬齢),10:15
300,2歳未勝利,3,2024年11月9日,3回福島3日目 2歳未勝利 [指](馬齢),10:45
301,3歳以上1勝クラス,4,2024年11月9日,3回福島3日目 3歳以上1勝クラス (混)[指](定量),11:15
302,2歳新馬,5,2024年11月9日,3回福島3日目 2歳新馬 (混)[指](馬齢),12:05
303,3歳以上1勝クラス,6,2024年11月9日,3回福島3日目 3歳以上1勝クラス 見習騎手(定量),12:35
304,3歳以上1勝クラス,7,2024年11月9日,3回福島3日目 3歳以上1勝クラス [指](定量),13:05
305,3歳以上1勝クラス,8,2024年11月9日,3回福島3日目 3歳以上1勝クラス (混)[指](定量),13:35
306,二本松特別(1勝),9,2024年11月9日,3回福島3日目 3歳以上1勝クラス [指](定量),14:10
307,飯坂温泉特別(2勝),10,2024年11月9日,3回福島3日目 3歳以上2勝クラス (混)[指](定量),14:45
308,奥羽ステークス(3勝),11,2024年11月9日,3回福島3日目 3歳以上3勝クラス (混)(特指)(定量),15:20
309,3歳以上1勝クラス,12,2024年11月9日,3回福島3日目 3歳以上1勝クラス 牝[指](定量),15:55
310,2歳未勝利,1,2024年11月9日,5回東京3日目 2歳未勝利 牝[指](馬齢),09:55
311,2歳未勝利,2,2024年11月9日,5回東京3日目 2歳未勝利 (混)[指](馬齢),10:25
312,2歳未勝利,3,2024年11月9日,5回東京3日目 2歳未勝利 [指](馬齢),10:55
313,2歳未勝利,4,2024年11月9日,5回東京3日目 2歳未勝利 (混)[指](馬齢),11:25
314,2歳新馬,5,2024年11月9日,5回東京3日目 2歳新馬 [指](馬齢),12:15
315,2歳新馬,6,2024年11月9日,5回東京3日目 2歳新馬 牝[指](馬齢),12:45
316,3歳以上1勝クラス,7,2024年11月9日,5回東京3日目 3歳以上1勝クラス [指](定量),13:15
317,3歳以上2勝クラス,8,2024年11月9日,5回東京3日目 3歳以上2勝クラス (混)[指](定量),13:50
318,オキザリス賞(1勝),9,2024年11月9日,5回東京3日目 2歳1勝クラス (混)(特指)(馬齢),14:25
319,奥多摩ステークス(3勝),10,2024年11月9日,5回東京3日目 3歳以上3勝クラス (混)(特指)(定量),15:01
320,第29回東京中日S杯武蔵野S(GIII),11,2024年11月9日,5回東京3日目 3歳以上オープン (国際)(指)(別定),15:35
321,3歳以上2勝クラス,12,2024年11月9日,5回東京3日目 3歳以上2勝クラス (混)[指](定量),16:10
322,2歳未勝利,1,2024年11月9日,6回京都3日目 2歳未勝利 牝[指](馬齢),10:05
323,2歳未勝利,2,2024年11月9日,6回京都3日目 2歳未勝利 [指](馬齢),10:35
324,2歳未勝利,3,2024年11月9日,6回京都3日目 2歳未勝利 (混)[指](馬齢),11:05
325,2歳新馬,4,2024年11月9日,6回京都3日目 2歳新馬 (混)[指](馬齢),11:35
326,2歳新馬,5,2024年11月9日,6回京都3日目 2歳新馬 [指](馬齢),12:25
327,3歳以上1勝クラス,6,2024年11月9日,6回京都3日目 3歳以上1勝クラス [指](定量),12:55
328,3歳以上1勝クラス,7,2024年11月9日,6回京都3日目 3歳以上1勝クラス (混)[指](定量),13:25
329,第26回京都ジャンプS(JGIII),8,2024年11月9日,6回京都3日目 障害3歳以上オープン (混)(別定),14:01
330,修学院ステークス(3勝),9,2024年11月9日,6回京都3日目 3歳以上3勝クラス (混)[指](ハンデ),14:35
331,室町ステークス(OP),10,2024年11月9日,6回京都3日目 3歳以上オープン (国際)(特指)(ハンデ),15:10
332,第59回デイリー杯2歳S(GII),11,2024年11月9日,6回京都3日目 2歳オープン (国際)(指)(馬齢),15:45
333,3歳以上2勝クラス,12,2024年11月9日,6回京都3日目 3歳以上2勝クラス (混)(特指)(定量),16:25
334,C3ー14,1,2024年11月9日,10回高知3日目 (見込),15:30
335,徳島県うずしお特別,2,2024年11月9日,10回高知3日目 (見込),16:00
336,一夜入金一攫千金特別,3,2024年11月9日,10回高知3日目 (見込),16:35
337,C3ー11,4,2024年11月9日,10回高知3日目 (見込),17:10
338,C3ー10,5,2024年11月9日,10回高知3日目 (見込),17:45
339,祝オークスさん特別,6,2024年11月9日,10回高知3日目 (見込),18:15
340,天晴レ20年藤井特別,7,2024年11月9日,10回高知3日目 (見込),18:50
341,西垣部長還暦記念特別,8,2024年11月9日,10回高知3日目 (見込),19:20
342,Bー3,9,2024年11月9日,10回高知3日目 (見込),19:50
343,梼原川特別,10,2024年11月9日,10回高知3日目 (馬齢),20:20
344,ファイナルレース,11,2024年11月9日,10回高知3日目 (見込),20:50
345,2歳ー2組,1,2024年11月9日,14回佐賀4日目 (馬齢),14:40
