id,name,race_number,date,venue,start_time
1737,2歳新馬,5,2024年10月14日,4回新潟4日目 2歳新馬 (混)[指](馬齢),12:10
1738,3歳以上1勝クラス,6,2024年10月14日,4回新潟4日目 3歳以上1勝クラス 見習騎手(定量),12:40
1739,3歳以上1勝クラス,7,2024年10月14日,4回新潟4日目 3歳以上1勝クラス (混)[指](定量),13:15
1740,3歳以上1勝クラス,8,2024年10月14日,4回新潟4日目 3歳以上1勝クラス [指](定量),13:50
1741,稲光特別(1勝),9,2024年10月14日,4回新潟4日目 3歳以上1勝クラス (混)[指](定量),14:25
1742,菅名岳特別(2勝),10,2024年10月14日,4回新潟4日目 3歳以上2勝クラス (混)(特指)(定量),15:01
1743,信越ステークス(L),11,2024年10月14日,4回新潟4日目 3歳以上オープン (国際)(特指)(ハンデ),15:35
1744,3歳以上1勝クラス,12,2024年10月14日,4回新潟4日目 3歳以上1勝クラス 牝[指](定量),16:10
1745,2歳未勝利,1,2024年10月14日,4回東京4日目 2歳未勝利 [指](馬齢),10:05
1746,2歳未勝利,2,2024年10月14日,4回東京4日目 2歳未勝利 [指](馬齢),10:35
1747,2歳未勝利,3,2024年10月14日,4回東京4日目 2歳未勝利 (混)[指](馬齢),11:05
1748,2歳新馬,4,2024年10月14日,4回東京4日目 2歳新馬 [指](馬齢),11:35
1749,2歳新馬,5,2024年10月14日,4回東京4日目 2歳新馬 (混)[指](馬齢),12:25
1750,3歳以上1勝クラス,6,2024年10月14日,4回東京4日目 3歳以上1勝クラス [指](定量),12:55
1751,3歳以上2勝クラス,7,2024年10月14日,4回東京4日目 3歳以上2勝クラス (混)[指](定量),13:25
1752,3歳以上1勝クラス,8,2024年10月14日,4回東京4日目 3歳以上1勝クラス (混)[指](定量),14:00
1753,プラタナス賞(1勝),9,2024年10月14日,4回東京4日目 2歳1勝クラス (混)(特指)(馬齢),14:35
1754,白秋ステークス(3勝),10,2024年10月14日,4回東京4日目 3歳以上3勝クラス (混)[指](ハンデ),15:10
1755,第72回アイルランド府中牝馬(GII),11,2024年10月14日,4回東京4日目 3歳以上オープン (国際) 牝(指)(別定),15:45
1756,3歳以上2勝クラス,12,2024年10月14日,4回東京4日目 3歳以上2勝クラス (混)(特指)(定量),16:25
1757,C2,1,2024年10月14日,8回盛岡5日目,12:00
1758,C2,2,2024年10月14日,8回盛岡5日目,12:35
1759,株式会社カナンフーズ,3,2024年10月14日,8回盛岡5日目,13:05
1760,いわてくじ山形村短角,4,2024年10月14日,8回盛岡5日目,13:35
1761,テレトラック石鳥谷3,5,2024年10月14日,8回盛岡5日目,14:10
1762,盛岡市水道90周年記,6,2024年10月14日,8回盛岡5日目,14:45
1763,楽天競馬×楽天モバイ,7,2024年10月14日,8回盛岡5日目,15:15
1764,うまレター賞,8,2024年10月14日,8回盛岡5日目,15:50
1765,オッズパーク賞,9,2024年10月14日,8回盛岡5日目,16:20
1766,寒露特別,10,2024年10月14日,8回盛岡5日目 (別定),16:55
1767,神無月特別,11,2024年10月14日,8回盛岡5日目 (別定),17:35
1768,第37回マイルチャンピオンシ(JpnI),12,2024年10月14日,8回盛岡5日目 (定量),18:15
1769,東京メトロポリタンウ,1,2024年10月14日,11回大井1日目 (別定),14:20
1770,2歳八　九,2,2024年10月14日,11回大井1日目 (別定),14:50
1771,江東!コトミちゃん記,3,2024年10月14日,11回大井1日目 (別定),15:20
1772,ひと、つながる。墨田,4,2024年10月14日,11回大井1日目 (別定),15:50
1773,一緒に未来を描けるま,5,2024年10月14日,11回大井1日目 (別定),16:25
1774,住まいのみやこすぎな,6,2024年10月14日,11回大井1日目 (別定),17:00
1775,品川かえで賞,7,2024年10月14日,11回大井1日目 (別定),17:35
1776,ヨコハマ賞,8,2024年10月14日,11回大井1日目 (別定),18:10
1777,イヴニングスター賞競,9,2024年10月14日,11回大井1日目 (別定),18:50
1778,C1八　九,10,2024年10月14日,11回大井1日目 (別定),19:30
1779,トルマリン賞競走,11,2024年10月14日,11回大井1日目 (別定),20:10
1780,錦秋特別競走,12,2024年10月14日,11回大井1日目 (別定),20:50
1781,C3ー21,1,2024年10月14日,9回高知2日目 (見込),15:30
1782,KーK三十路記念特別,2,2024年10月14日,9回高知2日目 (見込),16:00
1783,C3ー19,3,2024年10月14日,9回高知2日目 (見込),16:30
1784,C3ー18,4,2024年10月14日,9回高知2日目 (見込),17:00
1785,ふか誕生記念特別,5,2024年10月14日,9回高知2日目 (見込),17:30
1786,C3ー16,6,2024年10月14日,9回高知2日目 (見込),18:05
1787,C3ー15,7,2024年10月14日,9回高知2日目 (見込),18:40
1788,Bー2,8,2024年10月14日,9回高知2日目 (見込),19:15
1789,AB混合,9,2024年10月14日,9回高知2日目 (別定),19:45
1790,平家平特別,10,2024年10月14日,9回高知2日目 (馬齢),20:15
1791,ファイナルレース,11,2024年10月14日,9回高知2日目 (見込),20:45
1792,しょうき無事帰ってき,1,2024年10月14日,14回帯広(ば)3日目 140万円未満 (規定),14:30
1793,ゆりさん誕生日おめで,2,2024年10月14日,14回帯広(ば)3日目 (規定),15:05
1794,たでぃさんありがとう,3,2024年10月14日,14回帯広(ば)3日目 (規定),15:40
1795,鈴木彩可誕生日記念,4,2024年10月14日,14回帯広(ば)3日目 (規定),16:15
1796,C&Y北海道旅行記念,5,2024年10月14日,14回帯広(ば)3日目 240万円未満 (規定),16:50
1797,安藤夫婦8周年wit,6,2024年10月14日,14回帯広(ば)3日目 330万円未満 (規定),17:20
1798,第3回相羽あいな生誕,7,2024年10月14日,14回帯広(ば)3日目 (規定),17:55
1799,10月16日はばんえ,8,2024年10月14日,14回帯広(ば)3日目 450万円未満 (規定),18:25
1800,ばんえいは、皆でつく,9,2024年10月14日,14回帯広(ば)3日目 570万円未満 (規定),18:55
1801,祝!田代保宏還暦&退,10,2024年10月14日,14回帯広(ば)3日目 570万円未満 (規定),19:25
1802,神無月特別,11,2024年10月14日,14回帯広(ば)3日目 (規定),20:00
1803,B4ー2,12,2024年10月14日,14回帯広(ば)3日目 330万円未満 (規定),20:35
1804,2歳未勝利,1,2024年10月13日,4回東京3日目 2歳未勝利 (混)[指](馬齢),09:50
1805,2歳未勝利,2,2024年10月13日,4回東京3日目 2歳未勝利 牝[指](馬齢),10:20
1806,2歳未勝利,3,2024年10月13日,4回東京3日目 2歳未勝利 (混)[指](馬齢),10:50
1807,2歳新馬,4,2024年10月13日,4回東京3日目 2歳新馬 (混)[指](馬齢),11:20
1808,2歳新馬,5,2024年10月13日,4回東京3日目 2歳新馬 [指](馬齢),12:10
1809,3歳以上1勝クラス,6,2024年10月13日,4回東京3日目 3歳以上1勝クラス (混)[指](定量),12:40
1810,3歳以上1勝クラス,7,2024年10月13日,4回東京3日目 3歳以上1勝クラス [指](定量),13:10
1811,3歳以上2勝クラス,8,2024年10月13日,4回東京3日目 3歳以上2勝クラス (混)[指](定量),13:40
1812,第26回東京ハイジャンプ(JGII),9,2024年10月13日,4回東京3日目 障害3歳以上オープン (混)(別定),14:15
1813,テレビ静岡賞(3勝),10,2024年10月13日,4回東京3日目 3歳以上3勝クラス (混)(特指)(定量),14:50
1814,オクトーバーS(L),11,2024年10月13日,4回東京3日目 3歳以上オープン (国際)(特指)(別定),15:30
1815,西湖特別(2勝),12,2024年10月13日,4回東京3日目 3歳以上2勝クラス (混)[指](定量),16:10
1816,2歳未勝利,1,2024年10月13日,5回京都4日目 2歳未勝利 [指](馬齢),10:05
1817,2歳未勝利,2,2024年10月13日,5回京都4日目 2歳未勝利 (混)[指](馬齢),10:35
1818,2歳未勝利,3,2024年10月13日,5回京都4日目 2歳未勝利 [指](馬齢),11:05
1819,2歳新馬,4,2024年10月13日,5回京都4日目 2歳新馬 (混)[指](馬齢),11:35
1820,2歳新馬,5,2024年10月13日,5回京都4日目 2歳新馬 [指](馬齢),12:25
1821,3歳以上1勝クラス,6,2024年10月13日,5回京都4日目 3歳以上1勝クラス [指](定量),12:55
1822,3歳以上2勝クラス,7,2024年10月13日,5回京都4日目 3歳以上2勝クラス (混)(特指)(定量),13:25
1823,もみじステークス(OP),8,2024年10月13日,5回京都4日目 2歳オープン (国際)(特指)(別定),13:55
1824,3歳以上1勝クラス,9,2024年10月13日,5回京都4日目 3歳以上1勝クラス [指](定量),14:25
1825,アカイトリノムスメC(3勝),10,2024年10月13日,5回京都4日目 3歳以上3勝クラス (混)[指](ハンデ),15:01
1826,第29回秋華賞(GI),11,2024年10月13日,5回京都4日目 3歳オープン (国際) 牝(指)(馬齢),15:40
1827,亀岡特別(2勝),12,2024年10月13日,5回京都4日目 3歳以上2勝クラス (混)[指](定量),16:25
1828,C2,1,2024年10月13日,8回盛岡4日目,11:55
1829,C2,2,2024年10月13日,8回盛岡4日目,12:30
1830,C2十一組,3,2024年10月13日,8回盛岡4日目,13:00
1831,C2十組,4,2024年10月13日,8回盛岡4日目,13:35
1832,C2九組,5,2024年10月13日,8回盛岡4日目,14:10
1833,C2八組,6,2024年10月13日,8回盛岡4日目,14:45
1834,C1六組,7,2024年10月13日,8回盛岡4日目,15:20
1835,C1五組,8,2024年10月13日,8回盛岡4日目,15:55
1836,山王岩賞,9,2024年10月13日,8回盛岡4日目,16:30
1837,お陰様で30年競馬シ,10,2024年10月13日,8回盛岡4日目,17:10
1838,C1二組,11,2024年10月13日,8回盛岡4日目,17:45
1839,ポルックス賞,12,2024年10月13日,8回盛岡4日目,18:20
1840,ずきゅんどきゅん胸が,1,2024年10月13日,15回金沢1日目 (定量),12:05
1841,ささやかな祈り記念,2,2024年10月13日,15回金沢1日目 (定量),12:40
1842,祝福の雨!ライスシャ,3,2024年10月13日,15回金沢1日目 (定量),13:15
1843,今日もウララかケセラ,4,2024年10月13日,15回金沢1日目 (定量),13:55
1844,笑顔は一等賞!ハルウ,5,2024年10月13日,15回金沢1日目 (定量),14:30
1845,Exerciseth,6,2024年10月13日,15回金沢1日目 (定量),15:05
1846,一流に諦めはなし!キ,7,2024年10月13日,15回金沢1日目 (見込),16:40
1847,能登波の花賞,8,2024年10月13日,15回金沢1日目 (別定),17:15
1848,ライスウララキング仲,9,2024年10月13日,15回金沢1日目 (定量),17:55
1849,ウマ娘コラボ熱血ハチ,10,2024年10月13日,15回金沢1日目 (見込),18:30
1850,2歳新馬,1,2024年10月13日,9回高知1日目 (馬齢),15:25
1851,筒井部長VS戻鰹特別,2,2024年10月13日,9回高知1日目 (見込),16:00
1852,C3ー13,3,2024年10月13日,9回高知1日目 (見込),16:35
1853,C3ー12,4,2024年10月13日,9回高知1日目 (見込),17:05
1854,C3ー11,5,2024年10月13日,9回高知1日目 (見込),17:35
1855,C3ー10,6,2024年10月13日,9回高知1日目 (見込),18:10
1856,第2回たみや特別,7,2024年10月13日,9回高知1日目 (見込),18:40
1857,C3ー8,8,2024年10月13日,9回高知1日目 (見込),19:15
1858,Aー2,9,2024年10月13日,9回高知1日目 (別定),19:45
1859,横浜特別,10,2024年10月13日,9回高知1日目 (別定),20:15
1860,ファイナルレース,11,2024年10月13日,9回高知1日目 (見込),20:50
1861,2歳ー4組,1,2024年10月13日,13回佐賀3日目 (馬齢),15:15
1862,2歳ー3組,2,2024年10月13日,13回佐賀3日目 (馬齢),15:50
1863,C2ー19組,3,2024年10月13日,13回佐賀3日目 (馬齢),16:25
1864,神無月特別,4,2024年10月13日,13回佐賀3日目 (別定),17:00
1865,C2ー15組,5,2024年10月13日,13回佐賀3日目 (馬齢),17:30
1866,C2ー14組,6,2024年10月13日,13回佐賀3日目 (馬齢),18:05
1867,C2ー13組,7,2024年10月13日,13回佐賀3日目 (馬齢),18:35
1868,リンドウ賞,8,2024年10月13日,13回佐賀3日目 (馬齢),19:10
1869,十三夜賞,9,2024年10月13日,13回佐賀3日目 (馬齢),19:40
1870,KYUSHUDREA,10,2024年10月13日,13回佐賀3日目 (馬齢),20:10
1871,SAGAリベンジャー,11,2024年10月13日,13回佐賀3日目 (馬齢),20:40
1872,帯広YEG?新風?杯,1,2024年10月13日,14回帯広(ば)2日目 240万円未満 (規定),14:40
1873,ファーブル上堀義文還,2,2024年10月13日,14回帯広(ば)2日目 (規定),15:10
1874,頑張ってるよ!神田悠,3,2024年10月13日,14回帯広(ば)2日目 (規定),15:45
1875,ロータリー米山記念奨,4,2024年10月13日,14回帯広(ば)2日目 (規定),16:20
1876,こやーんいつもありが,5,2024年10月13日,14回帯広(ば)2日目 330万円未満 (規定),16:50
1877,第9回ハルト生誕カッ,6,2024年10月13日,14回帯広(ば)2日目 330万円未満 (規定),17:20
1878,佑貴さん37歳誕生日,7,2024年10月13日,14回帯広(ば)2日目 330万円未満 (規定),17:50
1879,初心で富豪に!記念,8,2024年10月13日,14回帯広(ば)2日目 450万円未満 (規定),18:25
1880,氏原さん中川さんあり,9,2024年10月13日,14回帯広(ば)2日目 750万円未満 (規定),19:00
1881,あら・たま・マサ40,10,2024年10月13日,14回帯広(ば)2日目 570万円未満 (規定),19:30
1882,第47回ナナカマド賞(重賞),11,2024年10月13日,14回帯広(ば)2日目 (別定),20:00
1883,B2ー5,12,2024年10月13日,14回帯広(ば)2日目 570万円未満 (規定),20:45
1884,障害3歳以上未勝利,1,2024年10月12日,4回新潟3日目 障害3歳以上未勝利 (定量),09:50
1885,2歳未勝利,2,2024年10月12日,4回新潟3日目 2歳未勝利 (馬齢),10:25
1886,3歳以上1勝クラス,3,2024年10月12日,4回新潟3日目 3歳以上1勝クラス 牝(定量),10:55
1887,障害3歳以上未勝利,4,2024年10月12日,4回新潟3日目 障害3歳以上未勝利 (混)(定量),11:25
1888,2歳新馬,5,2024年10月12日,4回新潟3日目 2歳新馬 牝(馬齢),12:15
1889,2歳未勝利,6,2024年10月12日,4回新潟3日目 2歳未勝利 (馬齢),12:45
1890,3歳以上1勝クラス,7,2024年10月12日,4回新潟3日目 3歳以上1勝クラス 見習騎手(定量),13:15
1891,3歳以上1勝クラス,8,2024年10月12日,4回新潟3日目 3歳以上1勝クラス (定量),13:50
1892,朝日岳特別(1勝),9,2024年10月12日,4回新潟3日目 3歳以上1勝クラス (定量),14:25
1893,粟島特別(1勝),10,2024年10月12日,4回新潟3日目 3歳以上1勝クラス (混)(定量),15:01
1894,飛翼特別(2勝),11,2024年10月12日,4回新潟3日目 3歳以上2勝クラス (混)(定量),15:35
1895,3歳以上1勝クラス,12,2024年10月12日,4回新潟3日目 3歳以上1勝クラス 牝(定量),16:10
1896,2歳未勝利,1,2024年10月12日,5回京都3日目 2歳未勝利 牝[指](馬齢),10:05
1897,2歳未勝利,2,2024年10月12日,5回京都3日目 2歳未勝利 [指](馬齢),10:40
1898,2歳未勝利,3,2024年10月12日,5回京都3日目 2歳未勝利 (混)[指](馬齢),11:10
1899,2歳新馬,4,2024年10月12日,5回京都3日目 2歳新馬 (混)[指](馬齢),11:40
1900,2歳新馬,5,2024年10月12日,5回京都3日目 2歳新馬 [指](馬齢),12:30
1901,3歳以上1勝クラス,6,2024年10月12日,5回京都3日目 3歳以上1勝クラス 牝[指](定量),13:00
1902,3歳以上1勝クラス,7,2024年10月12日,5回京都3日目 3歳以上1勝クラス (混)[指](定量),13:30
1903,紫菊賞(1勝),8,2024年10月12日,5回京都3日目 2歳1勝クラス (混)(特指)(馬齢),14:01
1904,3歳以上2勝クラス,9,2024年10月12日,5回京都3日目 3歳以上2勝クラス [指](定量),14:35
1905,大原ステークス(3勝),10,2024年10月12日,5回京都3日目 3歳以上3勝クラス (混)(特指)(定量),15:10
1906,大阪スポーツ杯(OP),11,2024年10月12日,5回京都3日目 3歳以上オープン (国際)(特指)(別定),15:45
1907,3歳以上2勝クラス,12,2024年10月12日,5回京都3日目 3歳以上2勝クラス (混)[指](定量),16:25
1908,2歳ー5組,1,2024年10月12日,13回佐賀2日目 (馬齢),15:20
1909,C2ー22組,2,2024年10月12日,13回佐賀2日目 (馬齢),15:55
1910,第3回BAOO優駿,3,2024年10月12日,13回佐賀2日目 (馬齢),16:30
1911,コスモス賞,4,2024年10月12日,13回佐賀2日目 (別定),17:05
1912,C2ー18組,5,2024年10月12日,13回佐賀2日目 (馬齢),17:40
1913,C2ー17組,6,2024年10月12日,13回佐賀2日目 (馬齢),18:10
1914,KYUSHUDREA,7,2024年10月12日,13回佐賀2日目 (馬齢),18:40
1915,秋風賞,8,2024年10月12日,13回佐賀2日目 (馬齢),19:15
1916,時雨月賞,9,2024年10月12日,13回佐賀2日目 (馬齢),19:45
1917,オクトーバー特選,10,2024年10月12日,13回佐賀2日目 (馬齢),20:20
1918,SAGAリベンジャー,11,2024年10月12日,13回佐賀2日目 (馬齢),20:50
1919,結翔君。初北海道旅行,1,2024年10月12日,14回帯広(ば)1日目 240万円未満 (規定),14:20
1920,酔拳馬券マスター生誕,2,2024年10月12日,14回帯広(ば)1日目 (規定),14:55
1921,うめだ家!北海道旅行,3,2024年10月12日,14回帯広(ば)1日目 (規定),15:30
1922,第5回愛犬さくら誕生,4,2024年10月12日,14回帯広(ば)1日目 (規定),16:05
1923,ゆうきガンバ!初孫安,5,2024年10月12日,14回帯広(ば)1日目 240万円未満 (規定),16:45
1924,3道県スタラリ宝灯桃,6,2024年10月12日,14回帯広(ば)1日目 (規定),17:25
1925,松村電設の浜ちゃんや,7,2024年10月12日,14回帯広(ば)1日目 330万円未満 (規定),17:55
1926,とかち帯広香川県人会,8,2024年10月12日,14回帯広(ば)1日目 450万円未満 (規定),18:25
1927,負け分請求こちら―甲,9,2024年10月12日,14回帯広(ば)1日目 750万円未満 (規定),19:00
1928,鷲見勇人お酒控えまし,10,2024年10月12日,14回帯広(ば)1日目 570万円未満 (規定),19:30
1929,狩勝賞,11,2024年10月12日,14回帯広(ば)1日目 (規定),20:05
1930,B3ー2,12,2024年10月12日,14回帯広(ば)1日目 450万円未満 (規定),20:35
1931,スパーキングデビュー,1,2024年10月11日,8回川崎5日目,15:00
1932,スパーキングデビュー,2,2024年10月11日,8回川崎5日目,15:30
1933,はやて賞,3,2024年10月11日,8回川崎5日目 (別定),16:00
1934,2歳6,4,2024年10月11日,8回川崎5日目,16:30
1935,山葵賞,5,2024年10月11日,8回川崎5日目,17:00
1936,山椒賞,6,2024年10月11日,8回川崎5日目,17:30
1937,C2六　七八,7,2024年10月11日,8回川崎5日目,18:00
1938,迅雷賞,8,2024年10月11日,8回川崎5日目,18:30
1939,腰越賞,9,2024年10月11日,8回川崎5日目,19:05
1940,レグルス賞,10,2024年10月11日,8回川崎5日目,19:40
1941,おいしくお茶を飲みま,11,2024年10月11日,8回川崎5日目,20:15
1942,笹目賞,12,2024年10月11日,8回川崎5日目,20:50
1943,C8組,1,2024年10月11日,11回笠松4日目 (馬齢),10:55
1944,C7組,2,2024年10月11日,11回笠松4日目 (馬齢),11:25
1945,入魂!武器格闘ゲーム,3,2024年10月11日,11回笠松4日目 (馬齢),11:55
1946,明日は笠松けいば秋ま,4,2024年10月11日,11回笠松4日目 (馬齢),12:25
1947,笠松けいば金曜日ライ,5,2024年10月11日,11回笠松4日目 (馬齢),12:55
1948,超めでたい!湯川・雅,6,2024年10月11日,11回笠松4日目 (馬齢),13:35
1949,B4組,7,2024年10月11日,11回笠松4日目 (馬齢),14:10
1950,豊穣賞,8,2024年10月11日,11回笠松4日目 (馬齢),14:45
1951,富有柿特別,9,2024年10月11日,11回笠松4日目 (別定),15:20
1952,ハツシモ特別,10,2024年10月11日,11回笠松4日目 (馬齢),15:55
1953,栗きんとん特別,11,2024年10月11日,11回笠松4日目 (馬齢),16:25
1954,C3三,1,2024年10月11日,15回園田3日目 (馬齢),14:30
1955,2歳未勝利二,2,2024年10月11日,15回園田3日目 (馬齢),15:10
1956,2歳未勝利一,3,2024年10月11日,15回園田3日目 (馬齢),15:40
1957,C3二,4,2024年10月11日,15回園田3日目 (馬齢),16:10
1958,C3一,5,2024年10月11日,15回園田3日目 (馬齢),16:40
1959,C2四,6,2024年10月11日,15回園田3日目 (馬齢),17:15
1960,C2三,7,2024年10月11日,15回園田3日目 (馬齢),17:45
1961,C2二,8,2024年10月11日,15回園田3日目 (馬齢),18:15
1962,C2一,9,2024年10月11日,15回園田3日目 (馬齢),18:45
1963,コスモス賞C2,10,2024年10月11日,15回園田3日目 (馬齢),19:20
1964,尼崎そのだライオンズ,11,2024年10月11日,15回園田3日目 (別定),19:55
1965,ガーネット賞C1,12,2024年10月11日,15回園田3日目 (馬齢),20:30
1966,2歳新馬,1,2024年10月10日,13回門別6日目 (見込),14:50
1967,2歳未勝利,2,2024年10月10日,13回門別6日目 (見込),15:20
1968,2歳未勝利,3,2024年10月10日,13回門別6日目 (見込),15:50
1969,2歳3組,4,2024年10月10日,13回門別6日目 (見込),16:20
1970,3歳以上C4ー3,5,2024年10月10日,13回門別6日目 (馬齢),16:50
1971,3歳以上C3ー2C4,6,2024年10月10日,13回門別6日目 (馬齢),17:20
1972,3歳以上C4ー2,7,2024年10月10日,13回門別6日目 (馬齢),17:50
1973,3歳以上C3ー2C4,8,2024年10月10日,13回門別6日目 (馬齢),18:20
1974,マリーゴールド特別,9,2024年10月10日,13回門別6日目 (別定),18:55
1975,アンバー特別,10,2024年10月10日,13回門別6日目 (別定),19:30
1976,ゲッカビジン特別,11,2024年10月10日,13回門別6日目 (別定),20:05
1977,第1回グランシャリオクイー(重賞),12,2024年10月10日,13回門別6日目 牝(別定),20:40
1978,スパーキングデビュー,1,2024年10月10日,8回川崎4日目,15:00
1979,木菟特別,2,2024年10月10日,8回川崎4日目,15:30
1980,C2三　四五,3,2024年10月10日,8回川崎4日目,16:00
1981,影武者賞,4,2024年10月10日,8回川崎4日目,16:30
1982,C2三　四五,5,2024年10月10日,8回川崎4日目,17:00
1983,C2三　四五,6,2024年10月10日,8回川崎4日目,17:30
1984,旗印賞,7,2024年10月10日,8回川崎4日目,18:00
1985,かわさきジャズ10t,8,2024年10月10日,8回川崎4日目,18:30
1986,音楽のまち・かわさき,9,2024年10月10日,8回川崎4日目,19:05
1987,かわさきジャズ202,10,2024年10月10日,8回川崎4日目,19:40
1988,柿生,11,2024年10月10日,8回川崎4日目 (別定),20:15
1989,ちくさんフードフェア,12,2024年10月10日,8回川崎4日目,20:50
1990,C15組,1,2024年10月10日,11回笠松3日目 (馬齢),10:55
1991,守らせろ最期まで!杯,2,2024年10月10日,11回笠松3日目 (馬齢),11:25
1992,池上遼トリプルクラウ,3,2024年10月10日,11回笠松3日目 (馬齢),11:55
1993,2日で結婚決まっちゃ,4,2024年10月10日,11回笠松3日目 (馬齢),12:30
1994,笠松けいば秋まつりま,5,2024年10月10日,11回笠松3日目 (馬齢),13:05
1995,みんなに感謝!河田一,6,2024年10月10日,11回笠松3日目 (馬齢),13:40
1996,B5組,7,2024年10月10日,11回笠松3日目 (馬齢),14:15
1997,秋冷賞,8,2024年10月10日,11回笠松3日目 (馬齢),14:45
1998,秋涼特別,9,2024年10月10日,11回笠松3日目 (馬齢),15:15
1999,第51回オータムカップ(重賞),10,2024年10月10日,11回笠松3日目 (別定),15:55
2000,秋晴特別,11,2024年10月10日,11回笠松3日目 (別定),16:35
2001,C3二,1,2024年10月10日,15回園田2日目 (馬齢),10:40
2002,C3一,2,2024年10月10日,15回園田2日目 (馬齢),11:10
2003,C3二,3,2024年10月10日,15回園田2日目 (馬齢),11:40
2004,オクトーバーダッシュ,4,2024年10月10日,15回園田2日目 (馬齢),12:15
2005,紫合7ハロンC2三,5,2024年10月10日,15回園田2日目 (馬齢),12:50
2006,JRA認定アッパート,6,2024年10月10日,15回園田2日目 (馬齢),13:25
2007,C2二,7,2024年10月10日,15回園田2日目 (馬齢),14:00
2008,C2一,8,2024年10月10日,15回園田2日目 (馬齢),14:35
2009,B1,9,2024年10月10日,15回園田2日目 (馬齢),15:10
2010,JRA交流猪名川特別,10,2024年10月10日,15回園田2日目 (定量),15:40
2011,第7回園田オータムトロフィ(重賞),11,2024年10月10日,15回園田2日目 (定量),16:15
2012,C1,12,2024年10月10日,15回園田2日目 (馬齢),16:50
2013,3歳以上C4ー3,1,2024年10月9日,13回門別5日目 (馬齢),14:30
2014,3歳以上C4ー3,2,2024年10月9日,13回門別5日目 (馬齢),15:05
2015,2歳未勝利,3,2024年10月9日,13回門別5日目 (見込),15:35
2016,2歳牝馬未勝利,4,2024年10月9日,13回門別5日目 牝(見込),16:05
2017,3歳以上C4ー2,5,2024年10月9日,13回門別5日目 (馬齢),16:35
2018,3歳以上C3ー2C4,6,2024年10月9日,13回門別5日目 (馬齢),17:05
2019,3歳以上C3ー2C4,7,2024年10月9日,13回門別5日目 (馬齢),17:35
2020,JRA認定競走ウィナ,8,2024年10月9日,13回門別5日目 (見込),18:10
2021,3歳以上C3ー2C4,9,2024年10月9日,13回門別5日目 (馬齢),18:45
2022,一刻千秋オープン,10,2024年10月9日,13回門別5日目 (別定),19:20
2023,北海道競馬記者クラブ,11,2024年10月9日,13回門別5日目 (別定),20:00
2024,レイデオロ・プレミア,12,2024年10月9日,13回門別5日目 (別定),20:40
2025,鎌倉山賞,1,2024年10月9日,8回川崎3日目,14:45
2026,源氏山賞,2,2024年10月9日,8回川崎3日目,15:15
2027,和田塚賞,3,2024年10月9日,8回川崎3日目,15:45
2028,長谷賞,4,2024年10月9日,8回川崎3日目,16:15
2029,七里ヶ浜賞,5,2024年10月9日,8回川崎3日目,16:45
2030,由比ヶ浜賞,6,2024年10月9日,8回川崎3日目,17:15
2031,雪ノ下賞,7,2024年10月9日,8回川崎3日目,17:45
2032,流鏑馬賞,8,2024年10月9日,8回川崎3日目,18:20
2033,坂ノ下賞,9,2024年10月9日,8回川崎3日目,18:55
2034,材木座特別,10,2024年10月9日,8回川崎3日目,19:30
2035,第23回鎌倉記念【地方交流】(重賞),11,2024年10月9日,8回川崎3日目 (馬齢),20:10
2036,稲村ヶ崎賞,12,2024年10月9日,8回川崎3日目,20:50
2037,笠松デビュー馬未勝利,1,2024年10月9日,11回笠松2日目 (馬齢),11:00
2038,2歳2組,2,2024年10月9日,11回笠松2日目 (馬齢),11:30
2039,C17組,3,2024年10月9日,11回笠松2日目 (馬齢),12:05
2040,笠松けいば秋まつりま,4,2024年10月9日,11回笠松2日目 (馬齢),12:40
2041,C級センバツ,5,2024年10月9日,11回笠松2日目 (馬齢),13:30
2042,神無月特別,6,2024年10月9日,11回笠松2日目 (馬齢),14:05
2043,YJSトライアルラウ,7,2024年10月9日,11回笠松2日目 (馬齢),14:35
2044,チャレンジ,8,2024年10月9日,11回笠松2日目 (別定),15:10
2045,YJSトライアルラウ,9,2024年10月9日,11回笠松2日目 (馬齢),15:40
2046,B級センバツ,10,2024年10月9日,11回笠松2日目 (馬齢),16:25
2047,C3二,1,2024年10月9日,15回園田1日目 (馬齢),10:40
2048,NewBeginni,2,2024年10月9日,15回園田1日目 (馬齢),11:10
2049,C3一,3,2024年10月9日,15回園田1日目 (馬齢),11:40
2050,野島蟇浦7ハロンC2,4,2024年10月9日,15回園田1日目 (馬齢),12:15
2051,ほほえみいっぱいスプ,5,2024年10月9日,15回園田1日目 (馬齢),12:50
2052,C2二,6,2024年10月9日,15回園田1日目 (馬齢),13:20
2053,C2一,7,2024年10月9日,15回園田1日目 (馬齢),13:50
2054,C1二,8,2024年10月9日,15回園田1日目 (馬齢),14:20
2055,C1一,9,2024年10月9日,15回園田1日目 (馬齢),14:55
2056,もうすぐ20歳!淡路,10,2024年10月9日,15回園田1日目 (馬齢),15:25
2057,ひょうごの穂々笑実特,11,2024年10月9日,15回園田1日目 (馬齢),16:00
2058,C2一,12,2024年10月9日,15回園田1日目 (馬齢),16:40
2059,3歳以上C4ー3,1,2024年10月8日,13回門別4日目 (馬齢),14:35
2060,2歳未勝利,2,2024年10月8日,13回門別4日目 (見込),15:05
2061,2歳未勝利,3,2024年10月8日,13回門別4日目 (見込),15:45
